@RELATION data/trained_models/paaSVC1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,non-snore}

@DATA
0.033893,0.029742,2.850438,0.222361,0.297978,0.098621,0.015536,0.004730,-27.257129,2.386748,0.587487,0.583444,0.311347,0.219300,0.166912,0.292644,0.119912,0.124500,0.064887,0.000100,0.012735,0.001462,0.000236,0.074352,0.000788,0.038664,0.000438,0.207017,0.000092,0.001836,0.028224,0.013319,0.000551,0.069585,0.020182,0.021601,0.230808,0.034133,0.017154,0.054147,0.010424,0.002611,1.109957,0.334820,0.184742,0.136545,0.159301,0.149618,0.151988,0.156624,0.127507,0.114597,0.115769,0.136451,0.121824,0.001434,0.000266,0.058160,0.000732,0.031163,0.000508,0.097210,0.000089,0.003796,0.032007,0.010679,0.000755,0.020097,snore
0.026305,0.029951,2.819884,0.193497,0.285296,0.073970,0.015984,0.006868,-27.320225,2.501118,0.628086,0.621631,0.327622,0.250481,0.185215,0.277667,0.128090,0.167783,0.112193,0.068343,0.034885,0.001328,0.000197,0.074180,0.000722,0.025043,0.000441,0.262192,0.000085,0.000949,0.016531,0.019268,0.000276,0.079194,0.016074,0.017470,0.237889,0.028297,0.017470,0.052219,0.012823,0.006194,1.152635,0.302339,0.228720,0.155342,0.150848,0.146810,0.153214,0.154088,0.135396,0.128680,0.124397,0.132511,0.129896,0.001509,0.000259,0.058460,0.000830,0.022581,0.000489,0.113132,0.000096,0.001599,0.017861,0.016257,0.000400,0.024527,snore
0.034852,0.019523,2.816080,0.215917,0.292986,0.110811,0.014984,0.005447,-27.957661,2.499743,0.614094,0.578407,0.316819,0.232744,0.178788,0.257145,0.088941,0.129848,0.061124,0.008802,-0.031465,0.001609,0.000182,0.069834,0.000985,0.036688,0.000443,0.234263,0.000103,0.001721,0.017693,0.014367,0.000477,0.072484,0.018706,0.011344,0.241296,0.026272,0.013159,0.056990,0.011703,0.004482,0.870883,0.286642,0.198665,0.155002,0.150068,0.146848,0.159642,0.153238,0.133253,0.131672,0.122094,0.118139,0.130095,0.001747,0.000189,0.061245,0.001038,0.027682,0.000440,0.098727,0.000107,0.002497,0.018853,0.013502,0.000616,0.020859,snore
0.065855,0.000605,2.834617,0.263836,0.296137,0.374485,0.007109,0.035707,-32.084108,1.585949,0.381787,0.476629,0.311867,0.208280,0.175537,0.367575,0.143178,0.157941,0.039292,0.085661,0.035015,0.001746,0.000855,0.070588,0.001455,0.044426,0.000933,0.200860,0.000394,0.001384,0.003157,0.017194,0.000779,0.062751,0.027699,0.001182,0.222814,0.026363,0.016567,0.203909,0.005043,0.032159,1.015042,0.434813,0.241658,0.177116,0.166504,0.173552,0.163178,0.166014,0.153458,0.144740,0.148413,0.120870,0.145174,0.001814,0.001074,0.054493,0.001587,0.034699,0.000873,0.106748,0.000434,0.002124,0.003948,0.016156,0.000923,0.023418,snore
0.034794,0.033607,2.716320,0.218497,0.297327,0.097747,0.018244,0.003612,-27.197081,2.207280,0.581670,0.553007,0.361452,0.274061,0.167235,0.306663,0.129988,0.222942,0.068124,0.104865,0.008481,0.000830,0.000155,0.069717,0.000521,0.049322,0.000372,0.236867,0.000076,0.000248,0.001481,0.019893,0.000157,0.073515,0.016533,0.019920,0.214392,0.021649,0.009748,0.043376,0.012627,0.001468,0.739712,0.196196,0.166328,0.126691,0.127933,0.114632,0.133642,0.136101,0.118528,0.130963,0.116475,0.112641,0.104374,0.000786,0.000131,0.059787,0.000569,0.035358,0.000379,0.109533,0.000066,0.000292,0.001582,0.017683,0.000137,0.022165,snore
0.037221,0.037113,2.765679,0.222506,0.296714,0.125536,0.014325,0.004308,-27.229636,2.307574,0.609487,0.529762,0.330402,0.258130,0.168595,0.295121,0.113253,0.180970,0.054913,0.089187,0.027487,0.001372,0.000197,0.072893,0.000701,0.035122,0.000473,0.265417,0.000100,0.000459,0.003941,0.019557,0.000202,0.079515,0.018016,0.022907,0.213460,0.023737,0.010361,0.060873,0.010041,0.002093,0.709391,0.194307,0.178096,0.149701,0.139270,0.144764,0.142413,0.152475,0.134091,0.124936,0.118123,0.125823,0.134939,0.001445,0.000197,0.058970,0.000707,0.028927,0.000514,0.104153,0.000092,0.000531,0.004417,0.016349,0.000181,0.021510,snore
0.046597,0.019456,2.755867,0.263387,0.315489,0.158804,0.009678,0.003914,-27.221780,2.086027,0.535024,0.543463,0.328538,0.230649,0.210304,0.267782,0.132933,0.144464,0.102222,0.110183,0.002338,0.001231,0.000233,0.102729,0.000545,0.048989,0.000423,0.209674,0.000086,0.000282,0.001785,0.015173,0.000236,0.070622,0.024314,0.012791,0.223689,0.026365,0.008330,0.075861,0.007273,0.001919,0.652386,0.206377,0.183889,0.155150,0.153195,0.146158,0.133800,0.122822,0.131549,0.133716,0.126609,0.133740,0.141147,0.001246,0.000290,0.075102,0.000491,0.036316,0.000383,0.111077,0.000068,0.000225,0.001645,0.014779,0.000258,0.021316,snore
0.044601,0.028995,2.782497,0.254349,0.314597,0.136056,0.010262,0.004223,-26.940120,2.210053,0.553443,0.609778,0.413056,0.279145,0.265544,0.268737,0.135148,0.124299,0.096902,0.127137,0.049714,0.000824,0.000175,0.060790,0.000879,0.051136,0.000388,0.239443,0.000086,0.000305,0.001932,0.021560,0.000183,0.072343,0.020596,0.019546,0.214467,0.022806,0.007277,0.065301,0.006358,0.001911,0.524679,0.150940,0.172906,0.136152,0.141879,0.127491,0.119065,0.124964,0.118564,0.113234,0.123030,0.122242,0.111509,0.000741,0.000181,0.045854,0.001161,0.030783,0.000375,0.098545,0.000081,0.000271,0.002210,0.018451,0.000179,0.021519,snore
0.027077,0.029124,2.770936,0.198354,0.291840,0.064817,0.013785,0.003917,-27.506387,2.443076,0.480222,0.609930,0.420744,0.279989,0.250321,0.294777,0.145526,0.138875,0.128237,0.110528,0.029581,0.000921,0.000134,0.068081,0.000431,0.025538,0.000439,0.315090,0.000062,0.000266,0.001720,0.017818,0.000191,0.089416,0.013626,0.015689,0.211907,0.022613,0.012079,0.031984,0.009590,0.001422,0.891134,0.153750,0.183402,0.129799,0.155771,0.132082,0.143980,0.153070,0.115909,0.128472,0.130755,0.117068,0.110308,0.000786,0.000131,0.049161,0.000452,0.021426,0.000532,0.082767,0.000065,0.000288,0.001902,0.013585,0.000276,0.019452,snore
0.051320,0.027908,2.784314,0.271532,0.317719,0.183791,0.012632,0.006752,-27.069844,2.071417,0.510040,0.498448,0.357920,0.244140,0.246150,0.294432,0.128553,0.103272,0.099194,0.114604,0.004712,0.000983,0.000218,0.056775,0.000750,0.069275,0.000428,0.191842,0.000112,0.000305,0.001882,0.015418,0.000287,0.064465,0.028300,0.018991,0.202267,0.027371,0.006500,0.114845,0.009859,0.013358,0.541051,0.198981,0.171248,0.163767,0.148960,0.136174,0.141323,0.140161,0.139638,0.129206,0.121679,0.127493,0.124881,0.001346,0.000219,0.056390,0.000846,0.042805,0.000396,0.107410,0.000122,0.000348,0.001999,0.016286,0.000353,0.021694,snore
0.023363,0.055685,2.801743,0.195595,0.290075,0.055755,0.012607,0.003354,-26.569171,2.329548,0.481996,0.578475,0.353321,0.267516,0.253626,0.292076,0.132383,0.154961,0.108457,0.121267,0.014812,0.000759,0.000109,0.235443,0.000480,0.020457,0.000275,0.163244,0.000053,0.000168,0.001002,0.015731,0.000132,0.085519,0.013385,0.023946,0.192537,0.019844,0.011946,0.020120,0.007968,0.000947,0.974303,0.178358,0.150928,0.125120,0.134137,0.117064,0.129396,0.141318,0.113749,0.110260,0.111390,0.110197,0.122528,0.000575,0.000093,0.066086,0.000479,0.019066,0.000234,0.071103,0.000042,0.000142,0.001018,0.014479,0.000123,0.015084,snore
0.037000,0.023097,2.794053,0.241722,0.307500,0.120400,0.012375,0.003759,-27.977102,2.190633,0.499343,0.561242,0.367248,0.239558,0.215695,0.249619,0.113207,0.123848,0.082597,0.089193,0.026181,0.001202,0.000185,0.066478,0.000674,0.030751,0.000450,0.285296,0.000094,0.000289,0.008193,0.014231,0.000185,0.084081,0.021521,0.015614,0.223747,0.032124,0.012151,0.070471,0.009508,0.002345,0.922256,0.283215,0.179274,0.135821,0.140404,0.124287,0.116618,0.136633,0.131842,0.131744,0.145954,0.138080,0.142460,0.001418,0.000207,0.060755,0.000792,0.027830,0.000503,0.110325,0.000107,0.000302,0.012580,0.013788,0.000210,0.024419,snore
0.031920,0.025838,2.779770,0.214785,0.299293,0.080705,0.012318,0.004311,-27.200056,2.482909,0.587250,0.584043,0.347976,0.242340,0.217034,0.247277,0.127957,0.136960,0.130491,0.115610,0.064449,0.001092,0.000166,0.121415,0.000787,0.041299,0.001002,0.214326,0.000070,0.000372,0.003132,0.014351,0.000173,0.075022,0.016632,0.016057,0.208830,0.025924,0.012993,0.037620,0.007240,0.001989,0.881546,0.239092,0.197427,0.140494,0.141807,0.135099,0.133955,0.144240,0.121122,0.132707,0.137464,0.128343,0.126753,0.001407,0.000196,0.077059,0.000863,0.028549,0.001088,0.094696,0.000071,0.000530,0.005697,0.013124,0.000192,0.021165,snore
0.029929,0.020465,2.822986,0.198784,0.283894,0.086001,0.014350,0.005674,-28.067623,2.495285,0.427440,0.542199,0.358020,0.240893,0.200755,0.281026,0.137884,0.131117,0.061257,0.051079,-0.023855,0.002131,0.000337,0.052714,0.001013,0.032797,0.000637,0.252193,0.000103,0.000601,0.019294,0.023559,0.000666,0.075244,0.017269,0.013271,0.203929,0.028392,0.016570,0.051690,0.009704,0.004327,1.107832,0.341977,0.235594,0.146331,0.139642,0.132125,0.142202,0.148627,0.134601,0.128659,0.127489,0.122798,0.140392,0.002087,0.000330,0.049449,0.000981,0.027806,0.000637,0.104397,0.000110,0.000640,0.014481,0.021575,0.000974,0.023220,snore
0.031010,0.026415,2.857351,0.201675,0.289575,0.083043,0.011608,0.005157,-27.799027,2.585169,0.683116,0.698399,0.444917,0.326419,0.316143,0.305278,0.173017,0.164716,0.109256,0.110872,0.028341,0.002202,0.000168,0.080885,0.000982,0.030811,0.000432,0.225575,0.000080,0.000344,0.007070,0.040273,0.000208,0.072198,0.015138,0.014967,0.192342,0.026332,0.013239,0.040534,0.007038,0.001655,0.977329,0.275480,0.205064,0.148748,0.148806,0.141264,0.155392,0.145301,0.126805,0.126849,0.129780,0.124759,0.120519,0.002407,0.000176,0.053212,0.001125,0.024563,0.000409,0.094606,0.000083,0.000448,0.010093,0.027644,0.000255,0.019110,snore
0.043020,0.038441,2.779879,0.236586,0.302756,0.131632,0.012220,0.004784,-26.913826,2.375587,0.623553,0.554240,0.342352,0.262337,0.176478,0.204978,0.077288,0.116360,0.081779,0.047076,0.015679,0.001732,0.000151,0.062997,0.000785,0.043139,0.000519,0.221014,0.000095,0.001368,0.017212,0.018934,0.000191,0.070633,0.020157,0.025935,0.235403,0.029499,0.012445,0.066186,0.008992,0.002558,0.909598,0.272796,0.182132,0.145058,0.146794,0.135403,0.142604,0.137883,0.126719,0.131180,0.143045,0.122229,0.122771,0.002057,0.000144,0.052984,0.000849,0.033111,0.000535,0.099269,0.000086,0.001649,0.014122,0.022123,0.000201,0.021663,snore
0.035179,0.040121,2.811278,0.231549,0.303334,0.109627,0.013881,0.004321,-27.069062,2.322927,0.658493,0.592328,0.335103,0.272364,0.236372,0.276413,0.134779,0.156240,0.097202,0.052313,0.023320,0.001124,0.000176,0.078818,0.000543,0.035111,0.000435,0.244530,0.000077,0.000428,0.008235,0.022862,0.000151,0.076504,0.018361,0.026370,0.212735,0.029315,0.012006,0.061114,0.009735,0.002680,0.810842,0.235082,0.202111,0.158019,0.146586,0.130399,0.134396,0.148629,0.127261,0.130485,0.126889,0.123355,0.109826,0.001168,0.000165,0.069220,0.000542,0.029508,0.000445,0.108364,0.000066,0.000668,0.010859,0.021083,0.000163,0.021878,snore
0.029126,0.034083,2.746262,0.208898,0.295785,0.075953,0.016830,0.003582,-27.438148,2.388864,0.542615,0.584006,0.334007,0.254239,0.263389,0.271296,0.122444,0.121413,0.085099,0.059084,-0.003681,0.001411,0.000155,0.091728,0.000533,0.026316,0.000383,0.286940,0.000069,0.000271,0.002599,0.015653,0.000172,0.086919,0.019179,0.025599,0.217465,0.031326,0.015169,0.048896,0.013270,0.001845,1.066908,0.220424,0.197848,0.159427,0.168719,0.151927,0.151655,0.137790,0.120598,0.118843,0.123699,0.115354,0.124194,0.001735,0.000167,0.073938,0.000679,0.023603,0.000436,0.105165,0.000081,0.000358,0.003682,0.015481,0.000213,0.021615,snore
0.024351,0.035873,2.849335,0.200326,0.289173,0.066592,0.016265,0.004564,-27.193181,2.550467,0.630305,0.563101,0.281615,0.228245,0.188926,0.239701,0.087558,0.135012,0.097881,0.060726,0.032960,0.001316,0.000145,0.070459,0.000535,0.024180,0.000427,0.263448,0.000077,0.002668,0.023467,0.011176,0.000164,0.080327,0.015619,0.021474,0.210593,0.032401,0.017156,0.041401,0.011589,0.002494,1.139212,0.295213,0.224415,0.155149,0.159780,0.151372,0.145140,0.131783,0.130786,0.134759,0.131072,0.128590,0.131257,0.001435,0.000156,0.063967,0.000536,0.024035,0.000404,0.110289,0.000084,0.004327,0.025086,0.010541,0.000187,0.023015,snore
0.043025,0.022623,2.729125,0.243850,0.307300,0.132756,0.012495,0.004248,-27.344643,2.249392,0.518816,0.581257,0.397012,0.257859,0.199569,0.267484,0.106764,0.144998,0.126773,0.059392,0.049062,0.001000,0.000191,0.081669,0.000645,0.038692,0.000604,0.247311,0.000123,0.000480,0.003659,0.019016,0.000190,0.075423,0.022619,0.014701,0.221789,0.026066,0.009687,0.071557,0.009573,0.002633,0.753255,0.199734,0.168868,0.139030,0.145408,0.116649,0.128294,0.146451,0.123018,0.131357,0.127684,0.128946,0.118605,0.001121,0.000207,0.067121,0.000705,0.031782,0.000824,0.103355,0.000146,0.000617,0.004413,0.020746,0.000235,0.022591,snore
0.030457,0.047704,2.721737,0.214673,0.296080,0.085175,0.017270,0.003151,-27.079533,2.232431,0.550758,0.577886,0.370155,0.260196,0.165728,0.276120,0.099272,0.158453,0.120526,0.084869,0.057579,0.000803,0.000110,0.088544,0.000378,0.038836,0.000287,0.266292,0.000058,0.000201,0.001058,0.010596,0.000110,0.082951,0.017497,0.029750,0.208367,0.025544,0.011262,0.054919,0.012464,0.002128,0.781225,0.195285,0.165152,0.135892,0.149922,0.126430,0.136620,0.136401,0.124013,0.126269,0.117335,0.116680,0.112098,0.001004,0.000114,0.075526,0.000417,0.031155,0.000301,0.106477,0.000062,0.000250,0.001262,0.011954,0.000120,0.021781,snore
0.059658,0.015404,2.729832,0.266972,0.311084,0.224825,0.008966,0.007959,-27.834145,2.036865,0.485866,0.514528,0.409606,0.254339,0.187292,0.295490,0.133964,0.146883,0.104763,0.027152,0.009738,0.001400,0.000264,0.087398,0.000989,0.048649,0.000519,0.214875,0.000168,0.000367,0.002271,0.017867,0.000300,0.069269,0.023025,0.012844,0.233428,0.026157,0.008515,0.099831,0.005546,0.009632,0.630805,0.254887,0.160931,0.147109,0.158732,0.138053,0.161719,0.139052,0.126892,0.123691,0.122030,0.113289,0.116639,0.001315,0.000216,0.066558,0.001054,0.032731,0.000432,0.099814,0.000126,0.000337,0.002351,0.015105,0.000250,0.020022,snore
0.026710,0.043728,2.736772,0.211906,0.295961,0.075439,0.016721,0.002886,-27.234497,2.237107,0.597844,0.480152,0.264096,0.263916,0.167410,0.312135,0.140295,0.150729,0.065084,0.068422,0.028958,0.000806,0.000174,0.072882,0.000506,0.036832,0.000358,0.284962,0.000056,0.000189,0.001387,0.012083,0.000134,0.085907,0.016219,0.026063,0.216076,0.025263,0.011174,0.042302,0.012716,0.001523,0.848103,0.207662,0.206974,0.129760,0.132068,0.122154,0.140531,0.153781,0.130231,0.114951,0.115298,0.119920,0.108268,0.000964,0.000195,0.064019,0.000532,0.033733,0.000431,0.113912,0.000056,0.000212,0.001610,0.014214,0.000177,0.024318,snore
0.032084,0.038090,2.869422,0.208090,0.287865,0.105185,0.010903,0.006014,-26.813612,2.474997,0.706821,0.550332,0.316830,0.278967,0.128030,0.292416,0.093584,0.142410,0.070487,0.092655,0.030071,0.001679,0.000549,0.051416,0.000861,0.034673,0.001127,0.229329,0.000111,0.000933,0.015237,0.028983,0.000180,0.068651,0.018732,0.025039,0.223776,0.031125,0.017035,0.066388,0.008407,0.004374,1.107443,0.308512,0.222433,0.177735,0.148136,0.143316,0.161962,0.167374,0.123619,0.149092,0.164184,0.151977,0.133352,0.001905,0.000665,0.043516,0.000800,0.027807,0.001301,0.097792,0.000139,0.001403,0.019180,0.024212,0.000179,0.021619,snore
0.043077,0.029720,2.891719,0.235768,0.299225,0.140791,0.009402,0.005700,-27.119701,2.335136,0.754421,0.539573,0.386576,0.326939,0.112596,0.343669,0.138698,0.164072,0.069147,0.095081,0.019266,0.001564,0.000444,0.063669,0.000883,0.037161,0.001214,0.215859,0.000108,0.001331,0.013170,0.018399,0.000197,0.068195,0.021514,0.021196,0.209516,0.036371,0.015846,0.075443,0.006816,0.002663,1.028631,0.405264,0.221286,0.185828,0.173654,0.166016,0.157391,0.150483,0.156179,0.143827,0.152658,0.151323,0.142027,0.002112,0.000534,0.053308,0.001165,0.026944,0.001447,0.100934,0.000111,0.001407,0.015136,0.019536,0.000171,0.021276,snore
0.033049,0.034013,2.809682,0.220094,0.296523,0.094197,0.013946,0.004562,-27.371833,2.354478,0.616248,0.552858,0.289885,0.215662,0.191300,0.285895,0.120777,0.135818,0.098265,0.072253,0.060997,0.001003,0.000148,0.077948,0.000478,0.028852,0.000412,0.249816,0.000077,0.003101,0.023426,0.011633,0.000155,0.078288,0.019038,0.020152,0.236024,0.031382,0.014888,0.054803,0.010997,0.002550,0.966101,0.333854,0.222977,0.154486,0.161667,0.158028,0.164765,0.146346,0.153542,0.133469,0.139400,0.138447,0.132456,0.000981,0.000169,0.069635,0.000424,0.027208,0.000432,0.118341,0.000078,0.004332,0.020012,0.011117,0.000150,0.024604,snore
0.047667,0.025387,2.824428,0.253103,0.305068,0.166744,0.008903,0.005795,-27.146054,2.166097,0.641765,0.610718,0.311889,0.221855,0.198461,0.252281,0.117107,0.153383,0.114982,0.076858,0.028577,0.001460,0.000211,0.060350,0.000740,0.037901,0.000558,0.207837,0.000115,0.003779,0.026273,0.021887,0.000211,0.066694,0.022239,0.018644,0.252993,0.034326,0.014183,0.086762,0.007243,0.003586,0.919098,0.394100,0.211261,0.188754,0.176218,0.151827,0.152283,0.144332,0.139863,0.135403,0.145034,0.140513,0.132607,0.001409,0.000189,0.054455,0.000780,0.029762,0.000544,0.106754,0.000107,0.006411,0.025304,0.021632,0.000205,0.022382,snore
0.030986,0.036199,2.838849,0.209566,0.291753,0.085909,0.012925,0.005082,-27.341716,2.498212,0.678596,0.604208,0.283409,0.211073,0.170887,0.252715,0.075992,0.139369,0.114104,0.057906,0.034865,0.001193,0.000146,0.065331,0.000626,0.029107,0.000473,0.243156,0.000079,0.003766,0.030353,0.013189,0.000156,0.076275,0.017999,0.020908,0.228345,0.030638,0.014857,0.049395,0.009441,0.002421,0.993459,0.303761,0.215722,0.164687,0.168587,0.157210,0.153157,0.146342,0.145327,0.146622,0.139280,0.127566,0.119984,0.001212,0.000141,0.056798,0.000640,0.025031,0.000496,0.100193,0.000076,0.004499,0.022192,0.013137,0.000155,0.021275,snore
0.056970,0.022728,2.884082,0.257758,0.301921,0.236559,0.007826,0.011513,-27.469494,2.241445,0.661510,0.486476,0.373568,0.321133,0.149768,0.294392,0.125199,0.121246,0.027408,0.078685,0.006474,0.001727,0.000398,0.056894,0.000894,0.042637,0.000835,0.204460,0.000145,0.000670,0.018463,0.019676,0.000271,0.064359,0.027650,0.016197,0.217009,0.036983,0.013034,0.141888,0.005751,0.020588,0.876912,0.367991,0.150159,0.147665,0.141931,0.118390,0.134332,0.142361,0.121631,0.120425,0.125383,0.123071,0.114973,0.001392,0.000352,0.050959,0.000891,0.033806,0.000863,0.091412,0.000130,0.000443,0.014697,0.018908,0.000233,0.019121,snore
0.034539,0.007787,2.839833,0.216189,0.290148,0.119860,0.011291,0.006567,-29.098305,2.422113,0.614497,0.502041,0.352275,0.319015,0.176943,0.303649,0.098346,0.090771,0.032625,0.067544,0.012563,0.001392,0.000265,0.066243,0.000991,0.032674,0.000632,0.234104,0.000114,0.000861,0.021697,0.016934,0.000260,0.072982,0.019173,0.004986,0.217454,0.030020,0.014336,0.078626,0.007727,0.006565,0.929965,0.302090,0.194836,0.164387,0.151205,0.140183,0.161325,0.152105,0.128461,0.129829,0.125688,0.126610,0.122791,0.001316,0.000302,0.055428,0.001050,0.026166,0.000698,0.096752,0.000138,0.001169,0.019625,0.015097,0.000280,0.019797,snore
0.035691,0.002801,2.766582,0.206811,0.275995,0.183614,0.013663,0.018084,-30.042538,1.684219,0.355006,0.448621,0.316331,0.303209,0.176063,0.319438,0.116081,0.099411,0.019758,0.045997,0.018170,0.000940,0.000526,0.074369,0.000842,0.026911,0.000601,0.285864,0.000278,0.000375,0.003541,0.010897,0.000341,0.084715,0.022680,0.002105,0.237878,0.027586,0.021412,0.138740,0.010108,0.018704,1.258605,0.498080,0.263022,0.170246,0.169181,0.156683,0.137401,0.152313,0.137190,0.127569,0.124885,0.116998,0.124665,0.000968,0.000758,0.066124,0.000922,0.026797,0.000631,0.106407,0.000321,0.000388,0.004947,0.011565,0.000457,0.024055,snore
0.029245,0.022145,2.855264,0.204633,0.288267,0.083128,0.012227,0.004638,-27.677756,2.475985,0.668625,0.517254,0.370282,0.320288,0.167347,0.329739,0.139565,0.130057,0.062479,0.089159,0.022599,0.001796,0.000227,0.055199,0.000957,0.027319,0.000610,0.222717,0.000082,0.000460,0.017799,0.051343,0.000247,0.070387,0.015015,0.012232,0.198834,0.027802,0.014849,0.042631,0.008180,0.001675,1.005357,0.262544,0.201226,0.150490,0.140356,0.131773,0.154157,0.152367,0.127478,0.115872,0.130524,0.122544,0.126679,0.001380,0.000211,0.050495,0.000921,0.023187,0.000677,0.092004,0.000070,0.000617,0.014410,0.028963,0.000238,0.018559,snore
0.035466,0.022909,2.795153,0.216165,0.293616,0.101335,0.013905,0.004621,-27.723594,2.375926,0.635686,0.501821,0.351408,0.298371,0.139817,0.289272,0.101436,0.103704,0.049430,0.077918,0.009477,0.001736,0.000253,0.078757,0.001684,0.029742,0.000629,0.250935,0.000099,0.000463,0.014354,0.017683,0.000232,0.077058,0.019085,0.015697,0.255401,0.031585,0.016326,0.055394,0.010707,0.002066,1.038870,0.278568,0.211370,0.151870,0.156276,0.131946,0.134478,0.137846,0.117989,0.126044,0.124503,0.124746,0.126270,0.001921,0.000278,0.060432,0.002055,0.025026,0.000714,0.109116,0.000103,0.000692,0.016176,0.017614,0.000232,0.023204,snore
0.056838,0.018703,2.894475,0.261852,0.305685,0.217786,0.009555,0.007311,-27.820477,2.236798,0.683300,0.463030,0.375067,0.295319,0.157776,0.319504,0.122158,0.111186,0.012212,0.029799,-0.033565,0.002108,0.000509,0.047849,0.001949,0.060600,0.000798,0.155590,0.000150,0.000838,0.021502,0.020510,0.000347,0.055177,0.029098,0.015291,0.207609,0.039607,0.015343,0.119871,0.007940,0.006937,0.991366,0.350435,0.170187,0.169143,0.151685,0.138475,0.170650,0.143877,0.124683,0.142014,0.149102,0.129279,0.138847,0.001891,0.000724,0.042427,0.002673,0.042322,0.001041,0.096793,0.000125,0.001264,0.023119,0.019287,0.000419,0.019125,snore
0.028515,0.025803,2.853023,0.192682,0.284007,0.071913,0.013045,0.005255,-27.326901,2.682652,0.722195,0.546955,0.393775,0.328822,0.177994,0.324480,0.151389,0.160964,0.084420,0.098052,0.038815,0.001989,0.000268,0.076024,0.000904,0.028831,0.000566,0.210284,0.000089,0.000668,0.026203,0.023092,0.000215,0.067393,0.015005,0.015225,0.217452,0.027025,0.015434,0.038304,0.008759,0.001404,1.017534,0.248842,0.219525,0.158570,0.146697,0.134974,0.158759,0.140086,0.127523,0.125566,0.139687,0.131309,0.125584,0.001751,0.000270,0.050014,0.000854,0.024851,0.000513,0.092632,0.000083,0.000814,0.021744,0.019547,0.000202,0.018977,snore
0.032965,0.017015,2.819893,0.215424,0.292496,0.103488,0.014879,0.004402,-28.329412,2.318009,0.643563,0.493841,0.382850,0.312217,0.151593,0.278253,0.100226,0.109831,0.030321,0.067973,-0.007763,0.001198,0.000225,0.074549,0.001168,0.033690,0.000497,0.255462,0.000098,0.000566,0.015051,0.011342,0.000186,0.078216,0.020520,0.011127,0.220337,0.031673,0.015077,0.062023,0.011885,0.002279,1.033213,0.318449,0.225934,0.155023,0.155358,0.138788,0.148435,0.149576,0.125818,0.128857,0.131196,0.120703,0.124366,0.001077,0.000228,0.065148,0.001470,0.029063,0.000526,0.112679,0.000123,0.000842,0.017054,0.010346,0.000183,0.024491,snore
